title,release_year,age_certification,runtime,language,genres,production_countries,seasons,imdb_score,imdb_votes
Dogs of Berlin,2018,TV-MA,60,German,"['drama', 'thriller', 'action', 'crime']",['DE'],1.0,7.5,12453.0
Free Rein,2017,TV-G,28,English,"['comedy', 'drama', 'family', 'action', 'documentation']",['US'],3.0,7.0,2062.0
Luis Miguel: The Series,2018,TV-14,56,Spanish,"['drama', 'romance', 'history', 'music']",['MX'],3.0,8.0,4556.0
Cyborg 009: Call of Justice,2017,TV-14,24,Japanese,"['action', 'scifi', 'animation']",['JP'],1.0,5.7,217.0
Cocaine Coast,2018,TV-MA,67,"Spanish, Galician","['drama', 'thriller', 'crime']",['ES'],1.0,7.9,3696.0
Bumping Mics with Jeff Ross & Dave Attell,2018,TV-MA,34,English,['comedy'],['US'],1.0,7.7,1145.0
Ultraviolet,2017,TV-MA,46,Polish,"['drama', 'crime', 'european']",['PL'],2.0,7.0,1573.0
Hot Girls Wanted: Turned On,2017,TV-MA,47,English,['documentation'],['US'],1.0,6.6,2168.0
7 Days Out,2018,TV-PG,50,English,['documentation'],['US'],1.0,6.8,531.0
Greenhouse Academy,2017,TV-PG,23,English,['drama'],['US'],4.0,6.6,5967.0
Hi Score Girl,2018,TV-PG,27,Japanese,"['action', 'animation', 'comedy', 'romance']",['JP'],2.0,8.0,1952.0
Final Fantasy XIV: Dad of Light,2017,TV-PG,30,Japanese,['drama'],['JP'],1.0,7.2,592.0
Car Masters: Rust to Riches,2018,TV-PG,39,English,['reality'],['US'],3.0,8.4,10024.0
Sparta,2018,TV-MA,53,Russian,"['drama', 'thriller']",['RU'],1.0,6.6,443.0
Re: Mind,2017,TV-MA,23,Japanese,"['drama', 'thriller']",['JP'],1.0,4.9,1531.0
Lego Jurassic World: The Secret Exhibit,2018,TV-Y,22,English,"['scifi', 'animation', 'action', 'comedy', 'family']",['US'],1.0,6.2,244.0
Ingobernable,2017,TV-MA,40,Spanish,"['war', 'crime', 'drama', 'thriller']",['MX'],3.0,7.2,3052.0
If I Hadn't Met You,2018,TV-MA,52,Catalan,"['scifi', 'romance', 'drama', 'fantasy']",['ES'],1.0,7.7,2283.0
Creeped Out,2017,TV-PG,25,English,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']","['CA', 'GB']",2.0,6.5,1826.0
Girlboss,2017,TV-MA,27,English,['comedy'],['US'],1.0,7.0,17525.0
Spy Kids: Mission Critical,2018,TV-Y7,25,English,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",['US'],3.0,5.2,372.0
The Royal House of Windsor,2017,TV-14,49,English,"['documentation', 'history', 'european']",['GB'],1.0,7.3,1541.0
Flint Town,2018,TV-MA,45,English,"['crime', 'action', 'documentation']",['US'],1.0,7.9,3633.0
A.I.C.O. -Incarnation-,2018,TV-14,24,Japanese,"['scifi', 'animation', 'action']",['JP'],1.0,6.3,1189.0
Eternal Love,2017,TV-14,45,Chinese,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],1.0,8.4,2214.0
Pop Team Epic,2018,TV-MA,23,"Japanese, French, English","['comedy', 'animation']",['JP'],2.0,6.9,815.0
Sirius the Jaeger,2018,TV-MA,23,Japanese,"['scifi', 'action', 'history', 'horror', 'animation']",['JP'],1.0,6.7,1883.0
Misty,2018,TV-MA,71,Korean,"['crime', 'romance', 'thriller', 'drama']",['KR'],1.0,8.1,596.0
Standup and Away! with Brian Regan,2018,TV-PG,25,English,['comedy'],['US'],1.0,5.7,390.0
A Love So Beautiful,2017,TV-14,41,Chinese,"['drama', 'comedy', 'romance']",['CN'],1.0,8.0,1386.0
The A List,2018,TV-PG,27,English,"['drama', 'crime', 'thriller']",['GB'],2.0,5.5,2787.0
The Big Family Cooking Showdown,2017,TV-PG,59,English,"['reality', 'european']",['GB'],2.0,7.0,665.0
QB1: Beyond the Lights,2017,TV-14,32,English,"['reality', 'documentation', 'sport']",['US'],3.0,7.7,895.0
Fugitiva,2018,TV-MA,90,"Spanish, Spanish Sign ","['drama', 'crime', 'thriller', 'action']",['ES'],1.0,5.6,658.0
Amazing Interiors,2018,TV-PG,26,English,['documentation'],"['US', 'GB']",1.0,6.6,797.0
The Piano Forest,2018,TV-PG,26,Japanese,"['drama', 'comedy', 'animation']",['JP'],2.0,7.1,883.0
Bobby Kennedy for President,2018,TV-MA,61,English,"['documentation', 'drama']",['US'],1.0,8.1,1759.0
Chip and Potato,2018,TV-Y,15,English,['animation'],['US'],3.0,6.4,155.0
Falsa identidad,2018,TV-14,43,Spanish,"['action', 'thriller', 'crime', 'drama']","['US', 'MX']",2.0,7.0,351.0
Diablero,2018,TV-MA,38,Spanish,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",['MX'],2.0,6.8,2521.0
Super Drags,2018,TV-MA,25,Portuguese,"['comedy', 'fantasy', 'animation']",['BR'],1.0,5.4,1685.0
Chosen,2018,TV-14,70,Mandarin,['action'],['CN'],2.0,5.2,127.0
The Yard,2018,TV-MA,108,Turkish,"['drama', 'crime']",['TR'],3.0,7.2,1605.0
Kakegurui,2018,TV-MA,30,Japanese,"['drama', 'thriller']",['JP'],2.0,6.8,966.0
Last Hope,2018,TV-14,24,Japanese,"['scifi', 'animation', 'action']",['JP'],1.0,5.8,427.0
The Platform,2018,TV-14,45,English,['music'],['ES'],2.0,6.2,7.0
Busted!,2018,TV-14,75,Korean,"['comedy', 'reality']",['KR'],3.0,7.6,898.0
3Below: Tales of Arcadia,2018,TV-Y7,22,English,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",['US'],2.0,7.7,5927.0
Familiar Wife,2018,TV-MA,61,Japanese,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],1.0,7.6,937.0
Ultimate Beastmaster,2017,TV-PG,59,N/A,"['reality', 'action']",['US'],3.0,7.3,2359.0
The World's Most Extraordinary Homes,2017,TV-G,54,"English, German, French, Italian, Turkish","['documentation', 'european']",['GB'],2.0,7.6,3380.0
My Secret Romance,2017,TV-14,52,Korean,"['comedy', 'romance']",['KR'],1.0,7.2,3108.0
The Comedy Lineup,2018,TV-MA,18,English,"['comedy', 'action']",[],2.0,5.9,457.0
FIGHTWORLD,2018,TV-MA,42,N/A,['documentation'],['US'],1.0,7.6,806.0
First Team: Juventus,2018,TV-G,36,Italian,"['scifi', 'sport', 'documentation', 'reality']",['IT'],2.0,7.3,2061.0
The Final Table,2018,TV-PG,43,English,['reality'],['US'],1.0,7.6,3989.0
Switched,2018,TV-MA,39,Japanese,"['drama', 'scifi']",['JP'],1.0,7.1,1402.0
Trump: An American Dream,2017,TV-14,55,English,"['documentation', 'european']",['GB'],1.0,7.2,4003.0
Apaches,2018,TV-MA,67,N/A,"['drama', 'crime', 'thriller', 'action', 'european']",['ES'],1.0,7.0,293.0
Marlon,2017,TV-PG,21,N/A,['comedy'],['US'],2.0,7.0,4056.0
My Sassy Girl,2017,TV-14,41,Korean,"['comedy', 'romance']",['KR'],1.0,6.9,561.0
Wild District,2018,TV-MA,45,Spanish,"['drama', 'thriller', 'action', 'crime']",['CO'],2.0,8.2,1898.0
My ID is Gangnam Beauty,2018,TV-MA,63,Korean,"['drama', 'comedy', 'romance']",['KR'],1.0,7.4,3774.0
Champions,2018,TV-PG,21,English,['comedy'],['US'],1.0,6.1,3736.0
100 Days My Prince,2018,TV-14,75,Korean,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",['KR'],1.0,7.8,1938.0
Girls Incarcerated,2018,TV-MA,45,English,"['reality', 'documentation']",['GB'],2.0,7.3,1073.0
Brainchild,2018,TV-Y7,25,N/A,"['documentation', 'family']",['US'],1.0,8.1,415.0
Cleo & Cuquin,2018,TV-Y,7,"Spanish, English","['animation', 'family']","['ES', 'US']",2.0,8.0,98.0
Back Street Girls: Goku Dolls,2018,TV-MA,24,Japanese,"['comedy', 'animation']",['JP'],1.0,6.6,815.0
Edgar Rice Burroughs' Tarzan and Jane,2017,TV-Y7,21,English,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",['US'],2.0,4.8,270.0
Age of Tanks,2017,TV-PG,54,English,"['documentation', 'history']",['FR'],1.0,7.3,852.0
Robot Trains,2017,TV-Y7,12,"English, Korean","['fantasy', 'scifi', 'animation', 'action', 'comedy']",['KR'],3.0,6.0,87.0
Becoming Champions,2018,TV-G,45,English,"['documentation', 'sport']",['US'],1.0,6.7,389.0
Inside the Criminal Mind,2018,TV-MA,48,English,"['crime', 'documentation']",['US'],1.0,5.4,986.0
Live Up To Your Name,2017,TV-MA,69,Korean,"['drama', 'fantasy', 'romance']",['KR'],1.0,8.0,1224.0
Fastest Car,2018,TV-MA,45,English,"['reality', 'documentation']",['US'],2.0,7.1,1324.0
13 Reasons Why: Beyond the Reasons,2017,TV-MA,42,English,['documentation'],['US'],3.0,6.2,322.0
Stay Here,2018,TV-PG,32,English,['reality'],['US'],1.0,7.4,1095.0
SWORDGAI The Animation,2018,TV-MA,22,Japanese,"['scifi', 'animation', 'action', 'fantasy', 'horror']",['JP'],2.0,5.8,907.0
Beyond Stranger Things,2017,TV-14,21,English,['documentation'],['US'],1.0,7.4,1883.0
44 Cats,2018,TV-Y7,15,"Italian, English","['action', 'comedy', 'family', 'music', 'animation']",['IT'],5.0,6.1,283.0
Dragon Pilot: Hisone and Masotan,2018,TV-14,24,"Japanese, English","['scifi', 'drama', 'animation', 'fantasy']",['JP'],1.0,6.9,494.0
Nailed It! Holiday!,2018,TV-PG,36,English,['reality'],['US'],2.0,7.7,1086.0
ReBoot: The Guardian Code,2018,TV-G,23,English,"['action', 'scifi', 'comedy', 'drama']",['CA'],2.0,3.8,1189.0
Neo Yokio,2017,TV-MA,23,English,"['scifi', 'action', 'animation', 'comedy', 'fantasy']",['US'],2.0,5.9,3359.0
Black,2017,TV-MA,78,Hindi,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",['KR'],2.0,8.0,3665.0
Super Monsters,2017,TV-Y,12,English,"['animation', 'comedy', 'family', 'horror']",['CA'],3.0,6.3,411.0
Shot in the Dark,2017,TV-MA,35,English,"['reality', 'documentation', 'thriller']",['US'],1.0,8.0,1770.0
Time: The Kalief Browder Story,2017,TV-MA,22,English,['documentation'],['US'],1.0,8.5,2641.0
Love and Fortune,2018,TV-MA,69,Japanese,"['drama', 'romance']",['JP'],1.0,7.3,547.0
Drug Lords,2018,TV-MA,45,English,['documentation'],['US'],2.0,6.8,1305.0
Follow This,2018,TV-MA,18,English,['documentation'],['US'],3.0,4.9,710.0
Paprika,2018,TV-Y,13,English,"['animation', 'family']",['US'],1.0,7.5,26.0
The Rise of Phoenixes,2018,TV-14,45,Mandarin,"['drama', 'history', 'romance']",['CN'],1.0,8.4,1477.0
Al Hayba,2017,TV-PG,45,Arabic,"['action', 'thriller', 'crime', 'romance', 'drama']",['AE'],5.0,7.5,1201.0
Motown Magic,2018,TV-Y,17,English,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],2.0,7.9,292.0
Titipo Titipo,2018,TV-Y,18,"German, Chinese, Japanese, Spanish, Korean, English",['animation'],['KR'],2.0,6.6,19.0
Lost Song,2018,TV-14,24,Japanese,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'music', 'romance']",['JP'],1.0,7.0,375.0
Rapture,2018,TV-MA,60,English,"['documentation', 'scifi', 'thriller', 'horror', 'music']",['US'],1.0,5.4,11.0
Larva Island,2018,TV-Y7,8,None,"['comedy', 'animation']","['KR', 'US']",2.0,6.6,416.0
Zac & Mia,2017,TV-14,20,English,['drama'],['US'],2.0,7.8,622.0
Move,2018,TV-MA,25,N/A,['documentation'],['US'],1.0,7.5,112.0
AMO,2018,TV-MA,24,"Filipino, Tagalog",['crime'],['PH'],1.0,6.6,410.0
Clean with Passion for Now,2018,TV-MA,69,Korean,"['comedy', 'drama', 'romance']",['KR'],1.0,7.0,1246.0
They've Gotta Have Us,2018,TV-14,59,English,['documentation'],['GB'],1.0,7.7,292.0
72 Dangerous Animals: Asia,2018,TV-14,47,N/A,['documentation'],['US'],1.0,6.6,517.0
Prince of Peoria,2018,TV-Y7,26,N/A,"['comedy', 'family']",['US'],2.0,5.7,471.0
Black Crows,2017,TV-MA,39,"Arabic, French, English","['war', 'drama', 'thriller']","['AE', 'SA', 'SY']",1.0,5.4,295.0
Ponysitters Club,2018,TV-Y,23,English,['family'],['US'],2.0,6.0,116.0
Ashes of Love,2018,TV-14,43,Mandarin,"['drama', 'comedy', 'thriller', 'fantasy', 'romance']",['CN'],1.0,8.5,1875.0
Vai Anitta,2018,TV-MA,40,"Portuguese, English, Spanish","['documentation', 'reality']",['BR'],2.0,5.6,448.0
Accidentally In Love,2018,TV-14,29,"Mandarin, Chinese","['comedy', 'drama', 'music', 'romance']",['CN'],1.0,7.6,1100.0
The Joel McHale Show with Joel McHale,2018,TV-MA,29,English,['comedy'],['US'],2.0,7.1,2378.0
The Day I Met El Chapo: The Kate del Castillo Story,2017,TV-MA,55,"Spanish, English",['documentation'],['MX'],1.0,6.8,1073.0
Mariposa de barrio,2017,TV-MA,46,"Spanish, English",['drama'],['US'],1.0,7.6,238.0
Best.Worst.Weekend.Ever.,2018,TV-PG,25,English,"['comedy', 'family']",['US'],1.0,6.4,297.0
Treehouse Detectives,2018,TV-Y7,24,English,['animation'],[],3.0,7.6,93.0
Samantha!,2018,TV-MA,28,Portuguese,['comedy'],['BR'],2.0,6.6,513.0
Legend Quest,2017,TV-Y7,26,"Spanish, English","['animation', 'comedy', 'fantasy']",['MX'],1.0,7.3,446.0
The Curious Creations of Christine McConnell,2018,TV-PG,27,English,"['reality', 'comedy', 'horror']",['US'],1.0,7.7,2391.0
Paul Hollywood's Big Continental Road Trip,2017,TV-14,58,English,"['documentation', 'european']",['GB'],1.0,7.4,206.0
"Heidi, bienvenida a casa",2017,TV-Y,46,Spanish,"['comedy', 'family']",['AR'],1.0,6.2,20.0
Westside,2018,TV-MA,47,English,['reality'],['US'],1.0,6.0,168.0
My Only Love Song,2017,TV-MA,36,Korean,"['drama', 'comedy', 'fantasy', 'romance']",['KR'],1.0,7.0,647.0
Borges,2018,TV-MA,24,Portuguese,['comedy'],['BR'],2.0,6.2,168.0
Stretch Armstrong & the Flex Fighters,2017,TV-G,23,English,"['action', 'comedy', 'scifi', 'animation']",['US'],2.0,6.2,307.0
Dinotrux: Supercharged,2017,TV-Y7,23,English,"['family', 'animation', 'action', 'comedy']",['US'],3.0,7.5,94.0
Revolutionary Love,2017,TV-MA,68,Korean,"['comedy', 'romance']",['KR'],1.0,6.9,666.0
Dennis & Gnasher Unleashed!,2017,TV-Y7,13,English,"['animation', 'comedy']",['GB'],2.0,7.3,82.0
The Unknown Hitman: The Story of El Cholo Adrián,2017,TV-MA,49,Spanish,"['action', 'crime']",['MX'],2.0,6.7,144.0
Death by Magic,2018,TV-14,33,English,['reality'],['US'],1.0,6.1,629.0
Jimmy: The True Story of a True Idiot,2018,TV-MA,42,Japanese,"['drama', 'comedy']",['JP'],1.0,6.8,77.0
Smoking,2018,TV-MA,24,Japanese,"['drama', 'crime', 'comedy']",['JP'],2.0,7.4,456.0
Here to Heart,2018,TV-14,45,Mandarin,"['drama', 'romance']",['CN'],1.0,7.5,219.0
LEGO Elves: Secrets of Elvendale,2017,TV-Y7,24,English,"['scifi', 'animation', 'fantasy']",['US'],1.0,6.9,163.0
Edha,2018,TV-MA,40,Spanish,['drama'],['AR'],1.0,4.9,632.0
Wrong Kind of Black,2018,TV-MA,16,English,"['comedy', 'drama']",['AU'],1.0,7.7,148.0
Age of Rebellion,2018,TV-MA,83,Mandarin,"['drama', 'romance', 'crime']",['TW'],1.0,8.6,49.0
All About the Washingtons,2018,TV-G,23,English,"['comedy', 'music']",['US'],1.0,4.8,708.0
Part-Time Idol,2017,TV-14,40,Korean,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,6.7,108.0
The Single Wives,2018,TV-MA,50,English,['reality'],[],1.0,6.5,73.0
A Boy Named Flora A,2017,TV-MA,89,"Mandarin, Min Nan","['drama', 'comedy']",['TW'],2.0,7.9,314.0
Strongest Deliveryman,2017,TV-MA,55,Korean,"['drama', 'romance']",['KR'],1.0,7.4,626.0
The Could've-Gone-All-the-Way Committee,2018,TV-14,24,Japanese,"['comedy', 'drama']",['JP'],1.0,6.8,102.0
A House of Blocks,2017,TV-MA,84,Mandarin,"['horror', 'drama']",['TW'],1.0,2.3,137.0
First and Last,2018,TV-MA,44,N/A,['documentation'],['US'],1.0,6.7,421.0
#ABtalks,2018,TV-PG,68,English,[],[],1.0,9.6,7.0
All Hail King Julien: Exiled,2017,TV-Y7,23,English,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,7.5,559.0
Justice: Qalb Al Adala,2017,TV-14,37,Arabic,"['drama', 'crime']",['US'],1.0,5.6,155.0
REA(L)OVE,2018,TV-MA,45,"Japanese, English",['reality'],['JP'],1.0,6.6,210.0
Droppin' Cash: Los Angeles,2018,TV-MA,23,English,['reality'],[],2.0,3.4,116.0
Buddy Thunderstruck,2017,TV-Y7,22,English,"['comedy', 'sport', 'animation', 'action', 'family']",['US'],2.0,7.8,489.0
Blazing Transfer Students,2017,TV-MA,26,Japanese,"['action', 'comedy']",['JP'],1.0,7.0,116.0
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,TV-MA,32,Spanish,"['comedy', 'drama']",['MX'],1.0,6.4,816.0
Regiment Diaries,2018,TV-PG,42,Hindi,['documentation'],[],2.0,8.6,80.0
Check The Store Next Door,2018,TV-14,30,Indonesian,"['comedy', 'drama']",['ID'],2.0,7.8,129.0
A Little Help with Carol Burnett,2018,TV-G,34,English,[],['US'],1.0,6.3,233.0
The Hollywood Masters,2017,TV-MA,34,English,['documentation'],['US'],3.0,7.2,86.0
Kulipari: Dream Walker,2018,TV-Y7,19,English,"['fantasy', 'animation', 'action']",['US'],1.0,7.7,91.0
ID-0,2017,TV-14,24,Japanese,"['scifi', 'animation', 'action', 'drama']",['JP'],1.0,6.2,320.0
Harvey Street Kids,2018,TV-Y7,24,English,"['action', 'family', 'animation', 'comedy']",['US'],4.0,6.8,249.0
Life Plan A and B,2017,TV-PG,80,Mandarin,['drama'],['TW'],1.0,7.8,106.0
Highland: Thailand's Marijuana Awakening,2017,TV-MA,20,English,['documentation'],['US'],1.0,6.2,24.0
The Break with Michelle Wolf,2018,TV-MA,30,English,['comedy'],['US'],1.0,5.1,1862.0
Kibaoh Klashers,2017,TV-Y7,24,English,['scifi'],['CN'],2.0,6.3,17.0
Luo Bao Bei,2018,TV-Y,11,"Chinese, Mandarin, English",['animation'],[],1.0,8.0,38.0
Memories of Love,2018,TV-PG,44,Mandarin,"['drama', 'romance']",['CN'],1.0,5.9,16.0
We Speak Dance,2018,TV-MA,22,English,['documentation'],['US'],1.0,7.5,148.0
YG Future Strategy Office,2018,TV-MA,27,N/A,['comedy'],['KR'],1.0,6.9,204.0
What She Put on the Table,2017,TV-14,85,Mandarin,['drama'],['TW'],1.0,7.3,30.0
Afronta!,2017,TV-PG,0,Portuguese,['documentation'],['BR'],1.0,7.4,8.0
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2017,TV-Y,30,English,"['music', 'animation', 'family']",[],1.0,4.2,9.0
Luna Petunia Return to Amazia,2018,TV-Y,24,English,['animation'],['US'],2.0,4.8,48.0
Russian Doll,2019,TV-MA,28,English,"['drama', 'comedy']",['US'],2.0,7.8,88945.0
Bridgerton,2020,TV-MA,62,English,"['drama', 'romance']",['US'],4.0,7.3,122036.0
Demon Slayer: Kimetsu no Yaiba,2019,TV-MA,25,"Japanese, English","['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",['JP'],3.0,8.7,88265.0
Sex Education,2019,TV-MA,52,English,"['drama', 'comedy']",['GB'],4.0,8.3,251168.0
After Life,2019,TV-MA,28,English,"['comedy', 'drama']",['GB'],3.0,8.5,124972.0
"Love, Death & Robots",2019,TV-MA,13,English,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",['US'],3.0,8.4,131937.0
The Umbrella Academy,2019,TV-14,52,English,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,8.0,202522.0
The Witcher,2019,TV-MA,58,English,"['scifi', 'action', 'drama', 'fantasy', 'horror']",['US'],2.0,8.2,465949.0
Space Force,2020,TV-MA,30,English,['comedy'],['US'],2.0,6.7,61739.0
Formula 1: Drive to Survive,2019,TV-MA,38,"Arabic, English","['documentation', 'sport']",['GB'],6.0,8.6,36661.0
The Queen's Gambit,2020,TV-MA,56,"English, French, Spanish, Russian","['drama', 'sport']",['US'],1.0,8.6,406350.0
Selling Sunset,2019,TV-MA,35,English,['reality'],['US'],5.0,6.5,5482.0
Dead to Me,2019,TV-MA,31,N/A,"['drama', 'crime', 'comedy']",['US'],2.0,8.0,73110.0
I Think You Should Leave with Tim Robinson,2019,TV-MA,16,English,['comedy'],['US'],3.0,7.9,11411.0
The Last Dance,2020,TV-MA,50,English,"['documentation', 'history', 'sport']",['US'],1.0,9.1,108321.0
The Stranger,2020,TV-MA,45,English,"['crime', 'thriller', 'drama']",['GB'],1.0,7.3,46564.0
Emily in Paris,2020,TV-MA,29,"English, French","['drama', 'comedy', 'romance']",['US'],2.0,6.9,84302.0
Unbelievable,2019,TV-MA,48,English,"['drama', 'crime']",['US'],1.0,8.4,95658.0
ULTRAMAN,2019,TV-14,24,Japanese,"['scifi', 'action', 'drama', 'fantasy', 'animation']",['JP'],3.0,6.8,2025.0
Jurassic World: Camp Cretaceous,2020,TV-PG,24,English,"['action', 'family', 'scifi', 'animation']",['US'],4.0,7.5,7423.0
Virgin River,2019,TV-14,44,English,"['drama', 'romance']",['US'],3.0,7.4,34797.0
Outer Banks,2020,TV-MA,49,English,"['action', 'drama', 'romance', 'thriller', 'crime']",['US'],2.0,7.5,43404.0
Locke & Key,2020,TV-14,48,English,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],3.0,7.4,72031.0
The Circle,2020,TV-MA,52,English,['reality'],['US'],5.0,7.3,6380.0
Are You Afraid of the Dark?,2019,TV-PG,44,English,"['thriller', 'horror', 'family', 'drama', 'fantasy']",['US'],2.0,7.1,2151.0
In the Dark,2019,TV-14,41,English,"['comedy', 'drama', 'crime', 'horror', 'action']",['US'],4.0,7.7,10927.0
Young Wallander,2020,TV-MA,45,English,"['crime', 'drama', 'thriller']",['GB'],2.0,6.8,11039.0
Tuca & Bertie,2019,TV-MA,24,English,"['comedy', 'animation']",['US'],2.0,7.3,6724.0
Feel Good,2020,TV-MA,25,English,"['drama', 'comedy', 'romance']",['GB'],2.0,7.5,10317.0
Love Is Blind,2020,TV-MA,54,English,"['reality', 'romance']",['US'],5.0,6.1,7655.0
Into the Night,2020,TV-MA,36,"French, Flemish, English, Italian, Turkish, Arabic, Russian, Bulgarian, Mandarin, Polish","['scifi', 'drama', 'thriller']",['BE'],2.0,7.1,30746.0
Criminal: UK,2019,TV-MA,44,English,"['drama', 'thriller', 'crime']",['GB'],2.0,7.6,17992.0
Never Have I Ever,2020,TV-14,28,English,"['drama', 'comedy']",['US'],4.0,7.8,45346.0
The Daily Life of the Immortal King,2020,TV-14,19,"Chinese, Mandarin, Japanese, English","['scifi', 'comedy', 'fantasy', 'animation', 'action']",['CN'],2.0,7.2,1211.0
The Cursed,2020,TV-MA,62,Korean,"['scifi', 'drama', 'fantasy', 'thriller']",['KR'],1.0,7.1,395.0
Get Organized with The Home Edit,2020,TV-PG,42,English,['reality'],['US'],2.0,5.3,1454.0
Sweet Magnolias,2020,TV-14,50,English,"['drama', 'romance']",['US'],2.0,7.3,17435.0
Alice in Borderland,2020,TV-MA,47,Japanese,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",['JP'],2.0,7.6,47651.0
Raising Dion,2019,TV-G,43,English,"['scifi', 'drama']",['US'],2.0,7.1,14464.0
Kingdom,2019,TV-MA,48,Korean,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",['KR'],2.0,8.3,43760.0
Black Summer,2019,TV-MA,39,English,"['scifi', 'action', 'drama', 'horror', 'thriller']",['US'],2.0,6.5,28657.0
The Promised Neverland,2019,TV-MA,23,Japanese,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",['JP'],2.0,8.4,34730.0
Dracula,2020,TV-MA,88,N/A,"['action', 'drama', 'fantasy', 'horror', 'thriller']",['GB'],1.0,6.8,45971.0
The Dark Crystal: Age of Resistance,2019,TV-PG,51,English,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']","['GB', 'US']",1.0,8.4,24164.0
When They See Us,2019,TV-MA,74,"Spanish, English","['drama', 'history', 'crime']",['US'],1.0,8.9,114127.0
Cocomelon,2019,TV-PG,8,English,"['animation', 'comedy', 'family']","['US', 'GB']",4.0,4.9,522.0
Another Life,2019,TV-MA,42,English,"['scifi', 'thriller', 'drama']",['US'],2.0,5.2,35108.0
Living with Yourself,2019,TV-MA,26,English,"['drama', 'comedy', 'scifi']",['US'],2.0,7.2,30134.0
The Movies That Made Us,2019,TV-PG,47,English,"['history', 'documentation', 'family']",['US'],3.0,7.6,6147.0
Giri/Haji,2019,TV-MA,58,"English, Japanese","['thriller', 'crime', 'drama']",['GB'],1.0,7.8,13570.0
Don't F**k with Cats: Hunting an Internet Killer,2019,TV-MA,62,English,"['crime', 'documentation']","['US', 'GB']",1.0,8.0,50250.0
The Valhalla Murders,2019,TV-MA,46,Icelandic,"['thriller', 'crime', 'drama', 'scifi']",['IS'],1.0,7.1,13038.0
Barbarians,2020,TV-MA,47,"German, Latin","['action', 'drama', 'history']",['DE'],1.0,7.2,23180.0
Marianne,2019,TV-MA,49,French,"['thriller', 'drama', 'horror']",['FR'],1.0,7.4,14518.0
The Haunting of Bly Manor,2020,TV-MA,55,English,"['drama', 'scifi', 'thriller', 'horror']",['US'],1.0,7.3,96015.0
"Roswell, New Mexico",2019,TV-14,42,English,"['scifi', 'drama', 'romance']",['US'],3.0,6.2,11928.0
Hollywood,2020,TV-MA,50,English,"['drama', 'history']",['US'],1.0,7.5,35067.0
Cursed,2020,TV-MA,55,English,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,5.8,29446.0
To the Lake,2019,TV-MA,43,Russian,"['scifi', 'thriller', 'drama']",['RU'],2.0,7.2,12456.0
Pokémon Journeys: The Series,2020,TV-Y7,22,Japanese,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",['JP'],1.0,6.9,472.0
The Defeated,2020,TV-MA,54,"English, German, Russian","['drama', 'thriller']",['DE'],1.0,7.0,5597.0
Conversations with a Killer: The Ted Bundy Tapes,2019,TV-MA,59,English,"['crime', 'history', 'documentation']",['US'],1.0,7.8,27439.0
I Am Not Okay with This,2020,TV-MA,21,English,"['comedy', 'drama', 'fantasy', 'scifi']",['US'],1.0,7.5,56459.0
Tiger King,2020,TV-MA,44,English,"['crime', 'documentation']",['US'],2.0,7.5,76961.0
Unorthodox,2020,TV-MA,54,N/A,['drama'],['DE'],1.0,8.0,74118.0
Warrior Nun,2020,TV-MA,43,English,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,6.8,29164.0
Ragnarok,2020,TV-MA,47,Norwegian,"['action', 'drama', 'fantasy', 'thriller', 'scifi']",['NO'],2.0,7.5,36185.0
The Order,2019,TV-MA,48,English,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']",['US'],2.0,6.7,27286.0
Love on the Spectrum,2019,TV-14,42,English,"['reality', 'documentation', 'romance']",['AU'],2.0,8.6,5210.0
Away,2020,TV-14,50,English,"['scifi', 'drama', 'romance']",['US'],1.0,6.6,23706.0
