title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,Language
Inside Bill's Brain: Decoding Bill Gates,SHOW,2019,TV-14,50,['documentation'],['US'],1.0,tt10837476,7.9,10776.0,English
Song Exploder,SHOW,2020,TV-MA,27,"['documentation', 'music']",['US'],2.0,tt13110256,7.4,758.0,English
Chambers,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'fantasy', 'horror']",['US'],1.0,tt7949204,6.4,8380.0,English
"The Mind, Explained",SHOW,2019,TV-14,21,['documentation'],['US'],2.0,tt10810430,8.0,5230.0,English
The Chef Show,SHOW,2019,TV-MA,26,['documentation'],['US'],2.0,tt10359446,8.2,5025.0,English
The Last Czars,SHOW,2019,TV-MA,45,"['documentation', 'drama', 'history', 'romance', 'war']",['GB'],1.0,tt7949606,7.3,8096.0,English
Darwin's Game,SHOW,2020,TV-14,23,"['scifi', 'action', 'drama', 'animation']",['JP'],1.0,tt11405390,7.3,2284.0,Japanese
How to Sell Drugs Online (Fast),SHOW,2019,TV-MA,32,"['drama', 'comedy', 'crime', 'romance']",['DE'],3.0,tt9184994,7.9,30734.0,"Dutch, German"
Biohackers,SHOW,2020,TV-MA,42,"['scifi', 'thriller', 'drama']",['DE'],2.0,tt9849210,6.8,9346.0,German
Fear City: New York vs The Mafia,SHOW,2020,TV-MA,52,"['crime', 'documentation']",['US'],1.0,tt12588372,7.1,7215.0,English
Gentefied,SHOW,2020,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt10037034,7.3,2641.0,English
Hotel Del Luna,SHOW,2019,TV-14,80,"['action', 'comedy', 'drama', 'fantasy', 'horror', 'romance', 'scifi']",['KR'],1.0,tt10220588,8.2,7832.0,Korean
The Baker and the Beauty,SHOW,2020,TV-14,44,"['romance', 'comedy', 'drama']",['US'],1.0,tt9164986,7.5,4160.0,English
Her Private Life,SHOW,2019,TV-14,74,"['drama', 'comedy', 'romance']",['KR'],2.0,tt9899340,7.7,3665.0,Korean
Control Z,SHOW,2020,TV-MA,36,"['drama', 'thriller']",['MX'],2.0,tt11937662,6.9,8235.0,Spanish
Power Rangers Beast Morphers,SHOW,2019,TV-Y7,23,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",['ES'],2.0,tt8022978,6.5,585.0,English
Capitani,SHOW,2019,TV-MA,28,"['thriller', 'crime', 'drama']",['LU'],2.0,tt10483610,6.6,4355.0,Luxembourgish
Home for Christmas,SHOW,2019,TV-MA,29,"['comedy', 'drama', 'romance']",['NO'],2.0,tt10069398,7.7,13670.0,Norwegian
Quicksand,SHOW,2019,TV-MA,46,"['drama', 'crime', 'thriller']",['SE'],1.0,tt8686106,7.5,21077.0,Swedish
"Sex, Explained",SHOW,2020,TV-MA,22,['documentation'],['US'],1.0,tt11390530,6.9,3177.0,English
Rainbow High,SHOW,2020,TV-Y,6,"['comedy', 'family', 'animation']",['US'],3.0,tt13488080,6.4,116.0,English
Ju-On: Origins,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['JP'],1.0,tt12313914,6.1,4467.0,"Japanese, English"
Special,SHOW,2019,TV-MA,26,"['comedy', 'drama']",['US'],2.0,tt9381622,7.6,9202.0,English
Exhibit A,SHOW,2019,TV-14,36,"['crime', 'family', 'documentation']",['US'],1.0,tt10376904,6.3,1030.0,English
Itaewon Class,SHOW,2020,TV-MA,69,"['drama', 'romance']",['KR'],1.0,tt11239552,8.2,12030.0,Korean
Turn Up Charlie,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'music']",['GB'],1.0,tt8304498,7.1,7251.0,English
The Disappearance of Madeleine McCann,SHOW,2019,TV-14,59,"['crime', 'documentation']",['GB'],1.0,tt9879074,6.6,10286.0,"English, Portuguese, Spanish"
Floor is Lava,SHOW,2020,TV-Y7,30,['reality'],['US'],2.0,tt12370124,5.3,2135.0,English
Detention,SHOW,2020,TV-MA,49,"['drama', 'horror', 'thriller']",['TW'],1.0,tt13175760,6.3,496.0,Mandarin
Kengan Ashura,SHOW,2019,TV-MA,24,"['animation', 'action', 'sport']",['JP'],2.0,tt9058134,8.0,4719.0,"English, Japanese"
Abyss,SHOW,2019,TV-14,61,"['scifi', 'crime', 'fantasy', 'romance', 'comedy']",['KR'],1.0,tt10055734,7.1,2131.0,Korean
The Trials of Gabriel Fernandez,SHOW,2020,TV-MA,55,"['crime', 'documentation']",['US'],1.0,tt11822998,8.1,10982.0,English
Gameboys,SHOW,2020,TV-14,22,"['drama', 'comedy', 'romance']",['PH'],2.0,tt12508898,8.5,1066.0,"Tagalog, Filipino"
Black Space,SHOW,2020,TV-MA,46,"['crime', 'drama', 'thriller']",['IL'],2.0,tt13660638,6.7,1758.0,Hebrew
Spinning Out,SHOW,2020,TV-MA,50,"['drama', 'sport']",['US'],1.0,tt9117054,7.6,13692.0,English
Dolly Parton's Heartstrings,SHOW,2019,TV-14,67,"['drama', 'comedy', 'music']",['US'],1.0,tt8509922,7.6,2107.0,English
The Bonfire of Destiny,SHOW,2019,TV-MA,50,"['drama', 'history']",['FR'],1.0,tt9050352,7.6,4442.0,French
Indian Matchmaking,SHOW,2020,TV-14,35,"['reality', 'documentation', 'romance']","['IN', 'US']",1.0,tt12580168,6.2,3049.0,Hindi
High Seas,SHOW,2019,TV-MA,45,"['drama', 'crime', 'comedy']",['ES'],4.0,tt8961508,6.8,7154.0,Spanish
Julie and the Phantoms,SHOW,2020,TV-G,2,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",['US'],1.0,tt10183988,8.4,9461.0,English
Someone Has to Die,SHOW,2020,TV-MA,50,"['crime', 'drama', 'thriller']","['MX', 'ES']",1.0,tt10311932,6.3,4718.0,Spanish
The Uncanny Counter,SHOW,2020,TV-14,64,"['drama', 'action', 'fantasy', 'horror']",['KR'],1.0,tt13273826,8.0,5552.0,Korean
Self Made: Inspired by the Life of Madam C.J. Walker,SHOW,2020,TV-MA,47,"['drama', 'history']",['US'],1.0,tt8771910,7.3,11586.0,English
V Wars,SHOW,2019,TV-MA,42,"['scifi', 'drama', 'horror']",['US'],1.0,tt7403736,6.1,13531.0,English
The Naked Director,SHOW,2019,TV-MA,51,"['drama', 'comedy']",['JP'],2.0,tt10477528,7.7,6052.0,Japanese
The Baby-Sitters Club,SHOW,2020,TV-G,27,"['family', 'comedy', 'drama']",['US'],2.0,tt8690518,7.3,3786.0,English
The Letter for the King,SHOW,2020,TV-PG,47,"['fantasy', 'action', 'family', 'scifi']",['GB'],1.0,tt8741648,5.9,7376.0,English
Black Dog,SHOW,2019,TV-14,80,['drama'],['KR'],1.0,tt11377920,7.7,129.0,Korean
Tiny Pretty Things,SHOW,2020,TV-MA,56,"['thriller', 'drama']",['US'],1.0,tt10767748,5.9,9115.0,English
No Good Nick,SHOW,2019,TV-PG,30,"['comedy', 'drama', 'family']",['US'],2.0,tt9039142,6.0,2843.0,English
Persona,SHOW,2019,TV-MA,22,['drama'],['KR'],2.0,tt10027990,6.6,1164.0,"Korean, English"
BNA,SHOW,2020,TV-14,23,"['scifi', 'animation', 'action', 'fantasy']",['JP'],1.0,tt12013558,7.2,2478.0,"Japanese, English"
Carmen Sandiego,SHOW,2019,TV-Y7,23,"['action', 'crime', 'animation', 'thriller', 'family']",['US'],4.0,tt7042146,7.9,5557.0,English
The Liberator,SHOW,2020,TV-MA,49,"['animation', 'action', 'drama', 'war']",['US'],1.0,tt9308682,7.6,5942.0,English
Trial by Media,SHOW,2020,TV-MA,62,"['crime', 'documentation']",['US'],1.0,tt11963042,7.1,3096.0,English
Connected,SHOW,2020,TV-14,44,"['documentation', 'comedy']",['US'],1.0,tt12753692,7.5,1704.0,English
Love Alarm,SHOW,2019,TV-MA,49,"['scifi', 'romance', 'comedy', 'drama']",['KR'],2.0,tt9145880,6.8,5262.0,Korean
The Eddy,SHOW,2020,TV-MA,58,"['drama', 'music', 'thriller']","['FR', 'US']",1.0,tt7322210,7.1,2908.0,"French, English"
Love & Anarchy,SHOW,2020,TV-MA,29,"['comedy', 'drama', 'romance']",['SE'],2.0,tt10888876,7.4,7896.0,Swedish
The Mess You Leave Behind,SHOW,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['ES'],1.0,tt9731242,6.8,8848.0,Spanish
Carole & Tuesday,SHOW,2019,TV-PG,23,"['scifi', 'music', 'animation', 'drama']",['JP'],1.0,tt8107988,7.8,1979.0,Japanese
Vampires,SHOW,2020,TV-MA,40,"['scifi', 'drama', 'fantasy', 'horror']",['FR'],1.0,tt11829316,5.6,1234.0,French
The Trial,SHOW,2019,TV-MA,50,"['crime', 'thriller', 'drama']",['IT'],1.0,tt10549212,7.2,3032.0,Italian
Killer Ratings,SHOW,2019,TV-MA,50,"['documentation', 'crime']",['BR'],1.0,tt10243692,7.6,1671.0,Portuguese
Japan Sinks: 2020,SHOW,2020,TV-MA,26,"['action', 'scifi', 'animation', 'drama']",['JP'],1.0,tt12031040,6.4,2922.0,Japanese
Lenox Hill,SHOW,2020,TV-MA,50,['documentation'],['US'],1.0,tt12190580,8.7,2276.0,English
The Alcàsser Murders,SHOW,2019,TV-MA,61,"['documentation', 'crime']",['ES'],1.0,tt8035424,7.1,2127.0,N/A
The Possessed,SHOW,2020,TV-MA,9,"['thriller', 'horror']",['KR'],1.0,tt12929796,5.7,882.0,Korean
Kevin Hart: Don't F**k This Up,SHOW,2019,TV-MA,40,['documentation'],['US'],1.0,tt11313054,6.4,2009.0,English
Touch Your Heart,SHOW,2019,TV-MA,63,"['comedy', 'drama', 'romance']",['KR'],1.0,tt9466990,7.7,3046.0,Korean
Vagabond,SHOW,2019,TV-MA,61,"['drama', 'action', 'thriller', 'romance']",['KR'],1.0,tt8523042,8.2,7544.0,"Korean, Spanish, Arabic, English"
Love 101,SHOW,2020,TV-14,46,"['comedy', 'drama', 'romance']",['TR'],2.0,tt10516352,7.5,13797.0,Turkish
Lovestruck in the City,SHOW,2020,TV-14,30,"['drama', 'romance']",['KR'],1.0,tt13394544,7.7,2129.0,Korean
Hospital Playlist,SHOW,2020,TV-14,90,"['comedy', 'drama']",['KR'],2.0,tt11769304,8.8,4836.0,Korean
How to Fix a Drug Scandal,SHOW,2020,TV-MA,53,"['crime', 'documentation']",['US'],1.0,tt11958942,7.0,3232.0,English
Dream Home Makeover,SHOW,2020,TV-G,27,['reality'],['US'],2.0,tt13161310,5.5,1078.0,English
Ricky Zoom,SHOW,2019,TV-Y,12,"['animation', 'family']",['CN'],2.0,tt10932166,6.3,90.0,English
The Barrier,SHOW,2020,TV-MA,52,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']",['ES'],1.0,tt9460858,6.8,3447.0,Spanish
Ashley Garcia: Genius in Love,SHOW,2020,TV-PG,30,['comedy'],['US'],3.0,tt10380934,6.8,1183.0,English
The Playbook,SHOW,2020,TV-MA,44,"['documentation', 'sport']",['US'],1.0,tt12930602,7.4,1360.0,English
Family Business,SHOW,2019,TV-MA,47,"['comedy', 'family']",['FR'],3.0,tt10423460,7.4,3907.0,French
We Are the Champions,SHOW,2020,TV-MA,29,['documentation'],['US'],1.0,tt12409154,7.1,1379.0,English
My First First Love,SHOW,2019,TV-PG,52,['drama'],['KR'],2.0,tt8995604,7.5,2163.0,Korean
Alien Worlds,SHOW,2020,TV-PG,44,"['documentation', 'animation', 'scifi']",['GB'],1.0,tt13464340,6.5,3509.0,"English, Ukrainian"
AJ and the Queen,SHOW,2020,TV-14,52,"['comedy', 'drama']",['US'],1.0,tt8404094,7.4,7961.0,English
"Breakfast, Lunch & Dinner",SHOW,2019,TV-MA,44,['documentation'],['US'],1.0,tt10681670,6.7,1045.0,English
Mythomaniac,SHOW,2019,TV-MA,46,"['comedy', 'drama']",['FR'],2.0,tt10677432,6.7,1274.0,French
The American Barbecue Showdown,SHOW,2020,TV-G,43,['reality'],['US'],1.0,tt12938472,7.1,1151.0,English
History 101,SHOW,2020,TV-PG,22,"['documentation', 'history']",['GB'],1.0,tt11958648,6.8,4031.0,English
Lunatics,SHOW,2019,TV-MA,36,['comedy'],['US'],1.0,tt8164794,6.6,3136.0,English
Chef's Table: BBQ,SHOW,2020,TV-14,45,['documentation'],['US'],1.0,tt12917170,7.8,981.0,English
Schulz Saves America,SHOW,2020,TV-MA,17,['comedy'],['US'],1.0,tt13607518,7.3,1069.0,English
Criminal: Germany,SHOW,2019,TV-MA,44,"['drama', 'crime']",['DE'],1.0,tt10986056,7.7,5108.0,German
Heaven Official's Blessing,SHOW,2020,TV-14,24,"['action', 'scifi', 'animation']","['CN', 'US']",1.0,tt13375866,8.3,1349.0,"Chinese, Thai, English, Mandarin"
Girls from Ipanema,SHOW,2019,TV-MA,57,"['drama', 'romance']",['BR'],2.0,tt8001788,7.8,3423.0,Portuguese
Glow Up: Britain's Next Make-Up Star,SHOW,2019,TV-14,54,['reality'],['GB'],4.0,tt9680524,6.8,1975.0,English
Dragons: Rescue Riders,SHOW,2019,TV-Y,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],2.0,tt10687134,5.9,304.0,N/A
My Perfect Landing,SHOW,2020,TV-G,25,['family'],['CA'],1.0,tt10268080,6.6,161.0,English
The Crowned Clown,SHOW,2019,TV-14,75,"['action', 'history', 'romance', 'drama']",['KR'],1.0,tt9266592,8.0,880.0,Korean
Mr. Iglesias,SHOW,2019,TV-14,29,['comedy'],['US'],3.0,tt8403536,7.1,6703.0,English
Crime Diaries: Night Out,SHOW,2019,TV-MA,45,['crime'],['MX'],1.0,tt10242266,7.3,850.0,Spanish
Awake: The Million Dollar Game,SHOW,2019,TV-PG,42,['reality'],['US'],1.0,tt10370956,5.9,759.0,English
Oktoberfest: Beer & Blood,SHOW,2020,TV-MA,48,"['drama', 'history', 'thriller']",['DE'],1.0,tt10244612,6.8,2119.0,German
SAINT SEIYA: Knights of the Zodiac,SHOW,2019,TV-14,25,"['scifi', 'action', 'animation', 'fantasy']",['JP'],2.0,tt6908976,4.5,1808.0,Japanese
Hache,SHOW,2019,TV-MA,45,"['crime', 'drama', 'thriller']",['ES'],2.0,tt8575476,6.5,1610.0,Spanish
LEGO Marvel Avengers: Climate Conundrum,SHOW,2020,TV-Y7,22,"['action', 'animation']",['US'],1.0,tt13783758,6.6,65.0,English
The Chosen One,SHOW,2019,TV-MA,27,"['thriller', 'drama']",['BR'],2.0,tt9048368,5.7,661.0,Portuguese
Carmel: Who Killed Maria Marta?,SHOW,2020,TV-14,58,"['crime', 'documentation']",['AR'],1.0,tt13244092,7.0,2375.0,Spanish
Morphle,SHOW,2019,TV-Y,6,"['animation', 'family']","['GB', 'NL']",5.0,tt10087694,5.1,77.0,"English, Spanish, French, German, Portuguese"
Women of the Night,SHOW,2019,TV-MA,47,"['crime', 'drama']","['NL', 'BE']",2.0,tt7785420,6.3,871.0,Dutch
100 Humans: Life's Questions. Answered.,SHOW,2020,TV-14,37,"['documentation', 'reality']",['US'],1.0,tt11823088,5.7,3958.0,English
Nobody's Looking,SHOW,2019,TV-MA,20,"['comedy', 'drama', 'fantasy']",['BR'],1.0,tt11131980,7.7,1956.0,Portuguese
(Un)Well,SHOW,2020,TV-MA,52,"['reality', 'documentation']",['US'],1.0,tt12759384,6.4,1041.0,English
Heroes of Goo Jit Zu,SHOW,2019,TV-Y7,12,"['animation', 'action', 'comedy', 'scifi']",[],1.0,tt10589932,7.5,23.0,English
The Last Word,SHOW,2020,TV-MA,45,"['comedy', 'drama']",['DE'],1.0,tt10506510,7.0,948.0,German
The Innocence Files,SHOW,2020,TV-MA,64,"['documentation', 'crime', 'drama']",['US'],1.0,tt11958922,8.0,2622.0,English
Mortel,SHOW,2019,TV-MA,52,"['fantasy', 'horror', 'scifi', 'crime', 'drama']",['FR'],2.0,tt8403570,6.5,1390.0,French
Next in Fashion,SHOW,2020,TV-14,51,['reality'],['US'],1.0,tt10394770,7.3,3572.0,English
Losers,SHOW,2019,TV-MA,8,"['documentation', 'sport', 'comedy', 'european']",['GB'],1.0,tt9817218,7.6,1741.0,N/A
Kota Factory,SHOW,2019,TV-MA,42,"['drama', 'comedy']",['IN'],2.0,tt9432978,9.3,66985.0,Hindi
1994,SHOW,2019,TV-MA,178,"['documentation', 'history']",['MX'],1.0,tt10243640,7.5,514.0,Spanish
The School Nurse Files,SHOW,2020,TV-14,51,"['scifi', 'comedy', 'drama', 'fantasy']",['KR'],1.0,tt12879522,6.4,1147.0,Korean
Monarca,SHOW,2019,TV-MA,44,['drama'],['MX'],2.0,tt8655736,7.8,3210.0,Spanish
Les de l'hoquei,SHOW,2019,TV-MA,50,"['sport', 'drama']",['ES'],2.0,tt9486226,6.8,429.0,Catalan
La Línea: Shadow of Narco,SHOW,2020,TV-MA,30,"['crime', 'documentation']",['ES'],1.0,tt12875794,6.4,386.0,Spanish
Gigantosaurus,SHOW,2019,TV-G,13,['animation'],"['FR', 'US']",3.0,tt9636800,6.9,159.0,English
Family Reunion,SHOW,2019,TV-PG,29,"['family', 'comedy']",['US'],5.0,tt9153270,6.4,2576.0,English
Record of Youth,SHOW,2020,TV-14,73,"['drama', 'romance']",['KR'],1.0,tt12850322,7.3,2278.0,Korean
You Cannot Hide,SHOW,2019,TV-MA,45,"['action', 'crime']",['MX'],1.0,tt10367990,6.4,1098.0,"Russian, Spanish"
The Minions of Midas,SHOW,2020,TV-MA,53,"['crime', 'drama', 'thriller']",['ES'],1.0,tt10147520,6.6,4065.0,Spanish
Osmosis,SHOW,2019,TV-MA,42,"['scifi', 'romance']",['FR'],1.0,tt7043380,5.8,3003.0,French
Drug Squad: Costa del Sol,SHOW,2019,TV-MA,68,"['action', 'thriller', 'drama', 'romance']",['ES'],1.0,tt8478108,6.8,554.0,N/A
Twelve Forever,SHOW,2019,TV-PG,22,"['animation', 'action', 'comedy', 'family', 'fantasy']",['US'],1.0,tt8009622,6.6,664.0,N/A
Jinn,SHOW,2019,TV-14,32,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",['JO'],1.0,tt10751504,3.5,10043.0,N/A
Always a Witch,SHOW,2019,TV-14,40,"['scifi', 'drama', 'fantasy']",['CO'],2.0,tt8001250,6.3,2406.0,Spanish
My Holo Love,SHOW,2020,TV-14,57,"['scifi', 'drama', 'romance']",['KR'],1.0,tt11058644,7.6,2401.0,Korean
Yankee,SHOW,2019,TV-MA,40,['drama'],['MX'],1.0,tt9046782,5.9,687.0,"English, Spanish"
Seis Manos,SHOW,2019,TV-MA,26,"['drama', 'fantasy', 'animation', 'action', 'crime']",['US'],1.0,tt10106108,7.1,1573.0,English
Apache: The Life of Carlos Tevez,SHOW,2019,TV-MA,45,"['drama', 'sport', 'thriller', 'crime']",['AR'],1.0,tt10715172,7.3,1582.0,"Spanish, Italian"
You vs. Wild,SHOW,2019,TV-PG,20,"['action', 'reality']",['US'],2.0,tt10044952,6.6,2570.0,English
Immigration Nation,SHOW,2020,TV-MA,62,['documentation'],['US'],1.0,tt12754910,7.4,1096.0,English
The Cabin with Bert Kreischer,SHOW,2020,TV-MA,27,"['reality', 'comedy']",[],1.0,tt13148876,6.6,1637.0,N/A
The Stranded,SHOW,2019,TV-MA,49,"['drama', 'action']",['TH'],1.0,tt9310400,6.2,1241.0,Thai
Who Killed Malcolm X?,SHOW,2019,TV-MA,45,"['crime', 'history', 'documentation']",['US'],1.0,tt10948316,7.5,2125.0,English
Pandemic: How to Prevent an Outbreak,SHOW,2020,TV-14,49,['documentation'],['US'],1.0,tt11497904,6.3,2759.0,English
Luna Nera,SHOW,2020,TV-MA,45,"['drama', 'fantasy', 'thriller', 'scifi']",['IT'],1.0,tt8403622,6.0,2883.0,Italian
Reality Z,SHOW,2020,TV-MA,31,"['comedy', 'horror', 'scifi']",['BR'],1.0,tt10241238,5.6,2437.0,Portuguese
The Least Expected Day: Inside the Movistar Team 2019,SHOW,2020,TV-MA,31,"['documentation', 'sport']",['ES'],3.0,tt12048124,7.4,756.0,Spanish
Delhi Crime,SHOW,2019,TV-MA,27,"['drama', 'crime']",['IN'],1.0,tt9398466,8.5,18732.0,"Hindi, English"
The Surgeon's Cut,SHOW,2020,TV-14,50,['documentation'],[],1.0,tt13487106,8.5,1010.0,English
Can You Hear Me?,SHOW,2019,TV-MA,22,"['drama', 'comedy']",['CA'],3.0,tt9747016,7.6,688.0,French
BREAK IT ALL: The History of Rock in Latin America,SHOW,2020,TV-MA,50,"['documentation', 'music']",['AR'],1.0,tt13570366,7.6,1215.0,Spanish
Queen Sono,SHOW,2020,TV-MA,89,"['drama', 'thriller', 'action', 'crime']",['ZA'],2.0,tt9426290,5.9,1226.0,"Russian, English, French, Zulu, Afrikaans, Swahili, Xhosa, Sotho"
The Goop Lab,SHOW,2020,TV-MA,33,"['documentation', 'reality']",[],1.0,tt11561206,2.5,3306.0,English
The Great Heist,SHOW,2020,TV-MA,44,"['drama', 'thriller', 'crime']",['CO'],1.0,tt12624844,7.3,2528.0,Spanish
Pup Academy,SHOW,2019,TV-Y,26,['family'],['US'],2.0,tt10302548,6.6,498.0,English
The King's Avatar,SHOW,2019,TV-MA,36,"['action', 'fantasy']",['CN'],1.0,tt10732794,8.2,1042.0,Mandarin
World's Most Wanted,SHOW,2020,TV-14,45,"['crime', 'documentation']",['US'],1.0,tt12753698,7.1,2481.0,English
Street Food,SHOW,2019,TV-G,37,['documentation'],['US'],2.0,tt10050778,7.9,2712.0,English
Home Game,SHOW,2020,TV-MA,29,"['documentation', 'sport']",['US'],1.0,tt12429046,7.0,841.0,English
45 RPM,SHOW,2019,TV-MA,57,"['drama', 'music']",['ES'],1.0,tt8987918,7.2,497.0,Spanish
Trailer Park Boys: The Animated Series,SHOW,2019,TV-MA,25,"['animation', 'comedy']",['CA'],2.0,tt9814900,7.6,2854.0,English
El Dragón: Return of a Warrior,SHOW,2019,TV-MA,53,"['action', 'drama']",['US'],2.0,tt9281190,6.8,1853.0,"Spanish, English, Japanese"
Malibu Rescue: The Series,SHOW,2019,TV-G,26,"['comedy', 'action', 'family']",['US'],1.0,tt9098432,5.4,979.0,English
7SEEDS,SHOW,2019,TV-MA,25,"['scifi', 'drama', 'animation', 'action', 'horror', 'romance']",['JP'],2.0,tt9348718,6.3,1378.0,Japanese
Stolen Away,SHOW,2020,TV-14,48,"['thriller', 'action', 'crime', 'drama']",['ES'],1.0,tt10064124,7.1,2314.0,Spanish
Hook,SHOW,2020,TV-MA,43,"['drama', 'romance', 'sport']",['TH'],1.0,tt12659696,6.5,25.0,N/A
I Hear You,SHOW,2019,TV-14,45,"['drama', 'comedy', 'romance']",['CN'],1.0,tt10327440,7.3,560.0,N/A
Leila,SHOW,2019,TV-MA,46,"['war', 'scifi', 'drama']",['IN'],1.0,tt7259274,4.7,8796.0,Spanish
Merry Happy Whatever,SHOW,2019,TV-PG,26,['comedy'],['US'],1.0,tt9777322,6.4,4542.0,N/A
Well-Intended Love,SHOW,2019,TV-14,43,"['drama', 'romance']",['CN'],2.0,tt9886950,7.2,1433.0,"Mandarin, Chinese"
The Neighbor,SHOW,2019,TV-MA,30,"['comedy', 'action']",['ES'],2.0,tt9731222,6.5,2125.0,Spanish
The Healing Powers of Dude,SHOW,2020,TV-G,30,"['fantasy', 'action', 'comedy', 'drama', 'family']",[],1.0,tt10540562,6.5,873.0,N/A
The Big Show Show,SHOW,2020,TV-PG,26,['comedy'],['US'],1.0,tt10726356,6.3,2375.0,English
Basketball or Nothing,SHOW,2019,TV-PG,0,"['documentation', 'sport']",['US'],1.0,tt10698408,7.4,614.0,N/A
Go! Live Your Way,SHOW,2019,TV-Y7,40,"['drama', 'comedy', 'romance']",['AR'],2.0,tt9654086,6.7,606.0,Spanish
Bad Boy Billionaires: India,SHOW,2020,TV-14,0,"['crime', 'documentation']",['XX'],1.0,tt12923630,7.9,3010.0,English
Cannon Busters,SHOW,2019,TV-MA,24,"['scifi', 'action', 'animation', 'fantasy']","['FR', 'US', 'JP']",1.0,tt5066664,6.7,1172.0,English
Million Dollar Beach House,SHOW,2020,TV-MA,28,['reality'],['US'],1.0,tt12882136,4.2,804.0,English
Absurd Planet,SHOW,2020,TV-PG,20,['documentation'],['US'],1.0,tt12027008,3.9,1459.0,English
My Husband Won't Fit,SHOW,2019,TV-MA,34,"['drama', 'romance']",['JP'],1.0,tt10027946,6.7,798.0,Japanese
"Whose Vote Counts, Explained",SHOW,2020,TV-PG,25,['documentation'],[],1.0,tt13005714,7.3,1139.0,English
The Forest of Love: Deep Cut,SHOW,2020,TV-MA,0,"['crime', 'horror', 'thriller', 'drama']",['JP'],1.0,tt12079236,6.8,426.0,Japanese
revisions,SHOW,2019,TV-MA,22,"['action', 'scifi', 'animation']",['JP'],1.0,tt9522354,5.9,598.0,Japanese
The Prince of Tennis ~ Match! Tennis Juniors ~,SHOW,2019,TV-PG,45,"['drama', 'sport']",['CN'],1.0,tt10097916,7.6,206.0,Mandarin
Ultramarine Magmell,SHOW,2019,TV-14,24,"['action', 'fantasy', 'animation']",['JP'],1.0,tt11025120,6.0,610.0,N/A
Jailbirds,SHOW,2019,TV-MA,44,"['reality', 'crime', 'thriller']",['US'],1.0,tt1176289,7.0,1160.0,Finnish
Trial 4,SHOW,2020,TV-MA,55,"['documentation', 'crime']",['US'],1.0,tt13363298,7.4,2039.0,English
Restaurants on the Edge,SHOW,2019,TV-14,46,['reality'],[],2.0,tt8784324,6.7,972.0,English
Shaun the Sheep: Adventures from Mossy Bottom,SHOW,2020,TV-Y7,6,"['comedy', 'family', 'animation']",['GB'],1.0,tt11983342,8.1,551.0,English
Examination of Conscience,SHOW,2019,TV-MA,51,"['documentation', 'history', 'crime']",['ES'],1.0,tt9584024,7.8,422.0,Spanish
Playing with Fire,SHOW,2019,TV-14,43,['drama'],['MX'],1.0,tt9587732,5.9,944.0,Spanish
Mystery Lab,SHOW,2020,TV-PG,37,"['comedy', 'family', 'documentation', 'animation']",['BR'],1.0,tt12723962,7.4,769.0,Portuguese
It's Bruno!,SHOW,2019,TV-MA,3,"['comedy', 'animation']",['US'],1.0,tt10186846,7.5,2886.0,English
Shadow,SHOW,2019,TV-MA,43,"['action', 'crime', 'drama', 'thriller']",['ZA'],1.0,tt9817236,6.6,956.0,English
Rhythm + Flow,SHOW,2019,TV-MA,57,"['reality', 'music']",['US'],2.0,tt9278032,7.6,1541.0,English
The 43,SHOW,2019,TV-MA,56,"['documentation', 'war']",['MX'],1.0,tt9789272,7.1,140.0,N/A
Secreto bien guardado,SHOW,2019,TV-MA,30,"['drama', 'romance']",['AR'],1.0,tt10702412,4.9,188.0,Spanish
Flinch,SHOW,2019,TV-PG,24,['reality'],['GB'],1.0,tt9196244,4.4,703.0,English
The Unsettling,SHOW,2019,TV-14,23,"['fantasy', 'horror', 'scifi', 'thriller', 'crime']",['US'],1.0,tt8680902,5.2,712.0,English
Maradona in Mexico,SHOW,2019,TV-MA,37,"['documentation', 'sport', 'comedy', 'drama']","['PE', 'AR']",1.0,tt11168104,7.3,1119.0,Spanish
Brews Brothers,SHOW,2020,TV-MA,11,"['comedy', 'drama']",['US'],1.0,tt10930958,5.1,1944.0,English
The Circle Brazil,SHOW,2020,TV-MA,49,['reality'],['BR'],1.0,tt9581782,6.8,761.0,Portuguese
Drifting Dragons,SHOW,2020,TV-14,24,"['action', 'scifi', 'animation', 'fantasy']",['JP'],1.0,tt11418344,6.0,569.0,Japanese
