title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,Language
The Joel McHale Show with Joel McHale,SHOW,2018,TV-MA,29,['comedy'],['US'],2.0,tt7895706,7.1,2378.0,English
The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,TV-MA,55,['documentation'],['MX'],1.0,tt7334894,6.8,1073.0,"Spanish, English"
Mariposa de barrio,SHOW,2017,TV-MA,46,['drama'],['US'],1.0,tt6834120,7.6,238.0,"Spanish, English"
Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,25,"['comedy', 'family']",['US'],1.0,tt7768010,6.4,297.0,English
Treehouse Detectives,SHOW,2018,TV-Y7,24,['animation'],[],3.0,tt8591984,7.6,93.0,English
Samantha!,SHOW,2018,TV-MA,28,['comedy'],['BR'],2.0,tt6626676,6.6,513.0,Portuguese
Legend Quest,SHOW,2017,TV-Y7,26,"['animation', 'comedy', 'fantasy']",['MX'],1.0,tt5038900,7.3,446.0,"Spanish, English"
The Curious Creations of Christine McConnell,SHOW,2018,TV-PG,27,"['reality', 'comedy', 'horror']",['US'],1.0,tt8773080,7.7,2391.0,English
Paul Hollywood's Big Continental Road Trip,SHOW,2017,TV-14,58,"['documentation', 'european']",['GB'],1.0,tt7936386,7.4,206.0,English
"Heidi, bienvenida a casa",SHOW,2017,TV-Y,46,"['comedy', 'family']",['AR'],1.0,tt7183310,6.2,20.0,Spanish
Westside,SHOW,2018,TV-MA,47,['reality'],['US'],1.0,tt8693758,6.0,168.0,English
My Only Love Song,SHOW,2017,TV-MA,36,"['drama', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt6125832,7.0,647.0,Korean
Borges,SHOW,2018,TV-MA,24,['comedy'],['BR'],2.0,tt7895652,6.2,168.0,Portuguese
Stretch Armstrong & the Flex Fighters,SHOW,2017,TV-G,23,"['action', 'comedy', 'scifi', 'animation']",['US'],2.0,tt1379164,6.2,307.0,English
Dinotrux: Supercharged,SHOW,2017,TV-Y7,23,"['family', 'animation', 'action', 'comedy']",['US'],3.0,tt7620702,7.5,94.0,English
Revolutionary Love,SHOW,2017,TV-MA,68,"['comedy', 'romance']",['KR'],1.0,tt7340800,6.9,666.0,Korean
Dennis & Gnasher Unleashed!,SHOW,2017,TV-Y7,13,"['animation', 'comedy']",['GB'],2.0,tt7081512,7.3,82.0,English
The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,TV-MA,49,"['action', 'crime']",['MX'],2.0,tt6524440,6.7,144.0,Spanish
Death by Magic,SHOW,2018,TV-14,33,['reality'],['US'],1.0,tt8887956,6.1,629.0,English
Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,42,"['drama', 'comedy']",['JP'],1.0,tt6866914,6.8,77.0,Japanese
Smoking,SHOW,2018,TV-MA,24,"['drama', 'crime', 'comedy']",['JP'],2.0,tt8758778,7.4,456.0,Japanese
Here to Heart,SHOW,2018,TV-14,45,"['drama', 'romance']",['CN'],1.0,tt8791742,7.5,219.0,Mandarin
LEGO Elves: Secrets of Elvendale,SHOW,2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,tt7322926,6.9,163.0,English
Edha,SHOW,2018,TV-MA,40,['drama'],['AR'],1.0,tt7956274,4.9,632.0,Spanish
Wrong Kind of Black,SHOW,2018,TV-MA,16,"['comedy', 'drama']",['AU'],1.0,tt8660874,7.7,148.0,English
Age of Rebellion,SHOW,2018,TV-MA,83,"['drama', 'romance', 'crime']",['TW'],1.0,tt8931836,8.6,49.0,Mandarin
All About the Washingtons,SHOW,2018,TV-G,23,"['comedy', 'music']",['US'],1.0,tt7661368,4.8,708.0,English
Part-Time Idol,SHOW,2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],1.0,tt8835780,6.7,108.0,Korean
The Single Wives,SHOW,2018,TV-MA,50,['reality'],[],1.0,tt8694342,6.5,73.0,English
A Boy Named Flora A,SHOW,2017,TV-MA,89,"['drama', 'comedy']",['TW'],2.0,tt6284014,7.9,314.0,"Mandarin, Min Nan"
Strongest Deliveryman,SHOW,2017,TV-MA,55,"['drama', 'romance']",['KR'],1.0,tt7022748,7.4,626.0,Korean
The Could've-Gone-All-the-Way Committee,SHOW,2018,TV-14,24,"['comedy', 'drama']",['JP'],1.0,tt8499662,6.8,102.0,Japanese
A House of Blocks,SHOW,2017,TV-MA,84,"['horror', 'drama']",['TW'],1.0,tt7053684,2.3,137.0,Mandarin
First and Last,SHOW,2018,TV-MA,44,['documentation'],['US'],1.0,tt8893502,6.7,421.0,N/A
#ABtalks,SHOW,2018,TV-PG,68,[],[],1.0,tt12635254,9.6,7.0,English
All Hail King Julien: Exiled,SHOW,2017,TV-Y7,23,"['animation', 'comedy', 'family', 'fantasy']",['US'],1.0,tt6865906,7.5,559.0,English
Justice: Qalb Al Adala,SHOW,2017,TV-14,37,"['drama', 'crime']",['US'],1.0,tt5338544,5.6,155.0,Arabic
REA(L)OVE,SHOW,2018,TV-MA,45,['reality'],['JP'],1.0,tt8477194,6.6,210.0,"Japanese, English"
Droppin' Cash: Los Angeles,SHOW,2018,TV-MA,23,['reality'],[],2.0,tt7983796,3.4,116.0,English
Buddy Thunderstruck,SHOW,2017,TV-Y7,22,"['comedy', 'sport', 'animation', 'action', 'family']",['US'],2.0,tt6591468,7.8,489.0,English
Blazing Transfer Students,SHOW,2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,tt7931520,7.0,116.0,Japanese
Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,32,"['comedy', 'drama']",['MX'],1.0,tt8498114,6.4,816.0,Spanish
Regiment Diaries,SHOW,2018,TV-PG,42,['documentation'],[],2.0,tt9642576,8.6,80.0,Hindi
Check The Store Next Door,SHOW,2018,TV-14,30,"['comedy', 'drama']",['ID'],2.0,tt9545904,7.8,129.0,Indonesian
A Little Help with Carol Burnett,SHOW,2018,TV-G,34,[],['US'],1.0,tt7204366,6.3,233.0,English
The Hollywood Masters,SHOW,2017,TV-MA,34,['documentation'],['US'],3.0,tt7178034,7.2,86.0,English
Kulipari: Dream Walker,SHOW,2018,TV-Y7,19,"['fantasy', 'animation', 'action']",['US'],1.0,tt9203064,7.7,91.0,English
ID-0,SHOW,2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",['JP'],1.0,tt7161218,6.2,320.0,Japanese
Harvey Street Kids,SHOW,2018,TV-Y7,24,"['action', 'family', 'animation', 'comedy']",['US'],4.0,tt7758552,6.8,249.0,English
Life Plan A and B,SHOW,2017,TV-PG,80,['drama'],['TW'],1.0,tt7034962,7.8,106.0,Mandarin
Highland: Thailand's Marijuana Awakening,SHOW,2017,TV-MA,20,['documentation'],['US'],1.0,tt7201224,6.2,24.0,English
The Break with Michelle Wolf,SHOW,2018,TV-MA,30,['comedy'],['US'],1.0,tt8010342,5.1,1862.0,English
Kibaoh Klashers,SHOW,2017,TV-Y7,24,['scifi'],['CN'],2.0,tt7492122,6.3,17.0,English
Luo Bao Bei,SHOW,2018,TV-Y,11,['animation'],[],1.0,tt7192414,8.0,38.0,"Chinese, Mandarin, English"
Memories of Love,SHOW,2018,TV-PG,44,"['drama', 'romance']",['CN'],1.0,tt8246636,5.9,16.0,Mandarin
We Speak Dance,SHOW,2018,TV-MA,22,['documentation'],['US'],1.0,tt7737500,7.5,148.0,English
YG Future Strategy Office,SHOW,2018,TV-MA,27,['comedy'],['KR'],1.0,tt8129694,6.9,204.0,N/A
What She Put on the Table,SHOW,2017,TV-14,85,['drama'],['TW'],1.0,tt7073222,7.3,30.0,Mandarin
Afronta!,SHOW,2017,TV-PG,0,['documentation'],['BR'],1.0,tt12467250,7.4,8.0,Portuguese
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,TV-Y,30,"['music', 'animation', 'family']",[],1.0,tt11456582,4.2,9.0,English
Luna Petunia Return to Amazia,SHOW,2018,TV-Y,24,['animation'],['US'],2.0,tt7924854,4.8,48.0,English
Russian Doll,SHOW,2019,TV-MA,28,"['drama', 'comedy']",['US'],2.0,tt7520794,7.8,88945.0,English
Bridgerton,SHOW,2020,TV-MA,62,"['drama', 'romance']",['US'],4.0,tt8740790,7.3,122036.0,English
Demon Slayer: Kimetsu no Yaiba,SHOW,2019,TV-MA,25,"['animation', 'scifi', 'action', 'fantasy', 'thriller', 'horror']",['JP'],3.0,tt9335498,8.7,88265.0,"Japanese, English"
Sex Education,SHOW,2019,TV-MA,52,"['drama', 'comedy']",['GB'],4.0,tt7767422,8.3,251168.0,English
After Life,SHOW,2019,TV-MA,28,"['comedy', 'drama']",['GB'],3.0,tt8398600,8.5,124972.0,English
"Love, Death & Robots",SHOW,2019,TV-MA,13,"['scifi', 'thriller', 'fantasy', 'horror', 'animation', 'action', 'drama', 'comedy']",['US'],3.0,tt9561862,8.4,131937.0,English
The Umbrella Academy,SHOW,2019,TV-14,52,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",['US'],3.0,tt1312171,8.0,202522.0,English
The Witcher,SHOW,2019,TV-MA,58,"['scifi', 'action', 'drama', 'fantasy', 'horror']",['US'],2.0,tt5180504,8.2,465949.0,English
Space Force,SHOW,2020,TV-MA,30,['comedy'],['US'],2.0,tt9612516,6.7,61739.0,English
Formula 1: Drive to Survive,SHOW,2019,TV-MA,38,"['documentation', 'sport']",['GB'],6.0,tt8289930,8.6,36661.0,"Arabic, English"
The Queen's Gambit,SHOW,2020,TV-MA,56,"['drama', 'sport']",['US'],1.0,tt10048342,8.6,406350.0,"English, French, Spanish, Russian"
Selling Sunset,SHOW,2019,TV-MA,35,['reality'],['US'],5.0,tt9817298,6.5,5482.0,English
Dead to Me,SHOW,2019,TV-MA,31,"['drama', 'crime', 'comedy']",['US'],2.0,tt9889712,8.0,73110.0,N/A
I Think You Should Leave with Tim Robinson,SHOW,2019,TV-MA,16,['comedy'],['US'],3.0,tt10050772,7.9,11411.0,English
The Last Dance,SHOW,2020,TV-MA,50,"['documentation', 'history', 'sport']",['US'],1.0,tt8420184,9.1,108321.0,English
The Stranger,SHOW,2020,TV-MA,45,"['crime', 'thriller', 'drama']",['GB'],1.0,tt9698480,7.3,46564.0,English
Emily in Paris,SHOW,2020,TV-MA,29,"['drama', 'comedy', 'romance']",['US'],2.0,tt8962124,6.9,84302.0,"English, French"
Unbelievable,SHOW,2019,TV-MA,48,"['drama', 'crime']",['US'],1.0,tt7909970,8.4,95658.0,English
ULTRAMAN,SHOW,2019,TV-14,24,"['scifi', 'action', 'drama', 'fantasy', 'animation']",['JP'],3.0,tt8699270,6.8,2025.0,Japanese
Jurassic World: Camp Cretaceous,SHOW,2020,TV-PG,24,"['action', 'family', 'scifi', 'animation']",['US'],4.0,tt10436228,7.5,7423.0,English
Virgin River,SHOW,2019,TV-14,44,"['drama', 'romance']",['US'],3.0,tt9077530,7.4,34797.0,English
Outer Banks,SHOW,2020,TV-MA,49,"['action', 'drama', 'romance', 'thriller', 'crime']",['US'],2.0,tt10293938,7.5,43404.0,English
Locke & Key,SHOW,2020,TV-14,48,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],3.0,tt3007572,7.4,72031.0,English
The Circle,SHOW,2020,TV-MA,52,['reality'],['US'],5.0,tt9581768,7.3,6380.0,English
Are You Afraid of the Dark?,SHOW,2019,TV-PG,44,"['thriller', 'horror', 'family', 'drama', 'fantasy']",['US'],2.0,tt10473306,7.1,2151.0,English
In the Dark,SHOW,2019,TV-14,41,"['comedy', 'drama', 'crime', 'horror', 'action']",['US'],4.0,tt7772602,7.7,10927.0,English
Young Wallander,SHOW,2020,TV-MA,45,"['crime', 'drama', 'thriller']",['GB'],2.0,tt9359220,6.8,11039.0,English
Tuca & Bertie,SHOW,2019,TV-MA,24,"['comedy', 'animation']",['US'],2.0,tt8036272,7.3,6724.0,English
Feel Good,SHOW,2020,TV-MA,25,"['drama', 'comedy', 'romance']",['GB'],2.0,tt10098620,7.5,10317.0,English
Love Is Blind,SHOW,2020,TV-MA,54,"['reality', 'romance']",['US'],5.0,tt11704040,6.1,7655.0,English
Into the Night,SHOW,2020,TV-MA,36,"['scifi', 'drama', 'thriller']",['BE'],2.0,tt10919486,7.1,30746.0,"French, Flemish, English, Italian, Turkish, Arabic, Russian, Bulgarian, Mandarin, Polish"
Criminal: UK,SHOW,2019,TV-MA,44,"['drama', 'thriller', 'crime']",['GB'],2.0,tt9348692,7.6,17992.0,English
Never Have I Ever,SHOW,2020,TV-14,28,"['drama', 'comedy']",['US'],4.0,tt10062292,7.8,45346.0,English
The Daily Life of the Immortal King,SHOW,2020,TV-14,19,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",['CN'],2.0,tt11755260,7.2,1211.0,"Chinese, Mandarin, Japanese, English"
The Cursed,SHOW,2020,TV-MA,62,"['scifi', 'drama', 'fantasy', 'thriller']",['KR'],1.0,tt11841276,7.1,395.0,Korean
Get Organized with The Home Edit,SHOW,2020,TV-PG,42,['reality'],['US'],2.0,tt10834478,5.3,1454.0,English
Sweet Magnolias,SHOW,2020,TV-14,50,"['drama', 'romance']",['US'],2.0,tt9077540,7.3,17435.0,English
Alice in Borderland,SHOW,2020,TV-MA,47,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",['JP'],2.0,tt10795658,7.6,47651.0,Japanese
Raising Dion,SHOW,2019,TV-G,43,"['scifi', 'drama']",['US'],2.0,tt7826108,7.1,14464.0,English
Kingdom,SHOW,2019,TV-MA,48,"['action', 'thriller', 'drama', 'scifi', 'horror', 'history']",['KR'],2.0,tt6611916,8.3,43760.0,Korean
Black Summer,SHOW,2019,TV-MA,39,"['scifi', 'action', 'drama', 'horror', 'thriller']",['US'],2.0,tt8923854,6.5,28657.0,English
The Promised Neverland,SHOW,2019,TV-MA,23,"['scifi', 'action', 'thriller', 'drama', 'fantasy', 'horror', 'animation']",['JP'],2.0,tt8788458,8.4,34730.0,Japanese
Dracula,SHOW,2020,TV-MA,88,"['action', 'drama', 'fantasy', 'horror', 'thriller']",['GB'],1.0,tt9165388,6.8,45971.0,N/A
The Dark Crystal: Age of Resistance,SHOW,2019,TV-PG,51,"['scifi', 'drama', 'animation', 'fantasy', 'family', 'horror', 'action']","['GB', 'US']",1.0,tt6905542,8.4,24164.0,English
When They See Us,SHOW,2019,TV-MA,74,"['drama', 'history', 'crime']",['US'],1.0,tt7137906,8.9,114127.0,"Spanish, English"
Cocomelon,SHOW,2019,TV-PG,8,"['animation', 'comedy', 'family']","['US', 'GB']",4.0,tt12427840,4.9,522.0,English
Another Life,SHOW,2019,TV-MA,42,"['scifi', 'thriller', 'drama']",['US'],2.0,tt8369840,5.2,35108.0,English
Living with Yourself,SHOW,2019,TV-MA,26,"['drama', 'comedy', 'scifi']",['US'],2.0,tt8880894,7.2,30134.0,English
The Movies That Made Us,SHOW,2019,TV-PG,47,"['history', 'documentation', 'family']",['US'],3.0,tt10681222,7.6,6147.0,English
Giri/Haji,SHOW,2019,TV-MA,58,"['thriller', 'crime', 'drama']",['GB'],1.0,tt8001106,7.8,13570.0,"English, Japanese"
Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,TV-MA,62,"['crime', 'documentation']","['US', 'GB']",1.0,tt11318602,8.0,50250.0,English
The Valhalla Murders,SHOW,2019,TV-MA,46,"['thriller', 'crime', 'drama', 'scifi']",['IS'],1.0,tt9100822,7.1,13038.0,Icelandic
Barbarians,SHOW,2020,TV-MA,47,"['action', 'drama', 'history']",['DE'],1.0,tt9184986,7.2,23180.0,"German, Latin"
Marianne,SHOW,2019,TV-MA,49,"['thriller', 'drama', 'horror']",['FR'],1.0,tt10875696,7.4,14518.0,French
The Haunting of Bly Manor,SHOW,2020,TV-MA,55,"['drama', 'scifi', 'thriller', 'horror']",['US'],1.0,tt10970552,7.3,96015.0,English
"Roswell, New Mexico",SHOW,2019,TV-14,42,"['scifi', 'drama', 'romance']",['US'],3.0,tt7588054,6.2,11928.0,English
Hollywood,SHOW,2020,TV-MA,50,"['drama', 'history']",['US'],1.0,tt9827854,7.5,35067.0,English
Cursed,SHOW,2020,TV-MA,55,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt8210856,5.8,29446.0,English
To the Lake,SHOW,2019,TV-MA,43,"['scifi', 'thriller', 'drama']",['RU'],2.0,tt9151230,7.2,12456.0,Russian
Pokémon Journeys: The Series,SHOW,2020,TV-Y7,22,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",['JP'],1.0,tt14033496,6.9,472.0,Japanese
The Defeated,SHOW,2020,TV-MA,54,"['drama', 'thriller']",['DE'],1.0,tt8879894,7.0,5597.0,"English, German, Russian"
Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,TV-MA,59,"['crime', 'history', 'documentation']",['US'],1.0,tt9425132,7.8,27439.0,English
I Am Not Okay with This,SHOW,2020,TV-MA,21,"['comedy', 'drama', 'fantasy', 'scifi']",['US'],1.0,tt9446688,7.5,56459.0,English
Tiger King,SHOW,2020,TV-MA,44,"['crime', 'documentation']",['US'],2.0,tt11823076,7.5,76961.0,English
Unorthodox,SHOW,2020,TV-MA,54,['drama'],['DE'],1.0,tt7607544,8.0,74118.0,N/A
Warrior Nun,SHOW,2020,TV-MA,43,"['scifi', 'action', 'drama', 'fantasy']",['US'],1.0,tt9059350,6.8,29164.0,English
Ragnarok,SHOW,2020,TV-MA,47,"['action', 'drama', 'fantasy', 'thriller', 'scifi']",['NO'],2.0,tt9251798,7.5,36185.0,Norwegian
The Order,SHOW,2019,TV-MA,48,"['scifi', 'horror', 'drama', 'fantasy', 'crime', 'thriller']",['US'],2.0,tt8295472,6.7,27286.0,English
Love on the Spectrum,SHOW,2019,TV-14,42,"['reality', 'documentation', 'romance']",['AU'],2.0,tt11904786,8.6,5210.0,English
Away,SHOW,2020,TV-14,50,"['scifi', 'drama', 'romance']",['US'],1.0,tt8787802,6.6,23706.0,English
The Pharmacist,SHOW,2020,TV-MA,54,"['crime', 'documentation']",['US'],1.0,tt11600174,7.7,6989.0,English
Ghost in the Shell: SAC_2045,SHOW,2020,TV-14,25,"['scifi', 'animation', 'action', 'thriller', 'crime', 'drama']",['JP'],2.0,tt9466298,6.2,2020.0,"Japanese, English"
The Politician,SHOW,2019,TV-14,43,"['comedy', 'drama']",['US'],2.0,tt7971476,7.5,21887.0,English
The Society,SHOW,2019,TV-MA,56,"['scifi', 'thriller', 'drama']",['US'],1.0,tt8778064,7.0,27693.0,English
The Untamed,SHOW,2019,TV-14,44,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",['CN'],1.0,tt10554898,8.8,5963.0,Chinese
Our Planet,SHOW,2019,TV-G,50,['documentation'],['GB'],1.0,tt9253866,9.3,41386.0,English
The Family,SHOW,2019,TV-14,26,"['documentation', 'sport', 'reality']",['US'],1.0,tt10780886,6.4,3491.0,N/A
The Spy,SHOW,2019,TV-MA,53,"['drama', 'history']",['FR'],1.0,tt5952634,7.9,40535.0,"English, Arabic"
Daybreak,SHOW,2019,TV-MA,44,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']",['US'],1.0,tt12374132,6.7,19398.0,English
The Comey Rule,SHOW,2020,TV-MA,82,"['war', 'drama']",['US'],1.0,tt9174536,7.4,8598.0,English
Merli: Dare to Know,SHOW,2019,TV-MA,48,"['drama', 'comedy']",['ES'],2.0,tt9415632,7.6,1711.0,"Catalan, Spanish"
Too Hot to Handle,SHOW,2020,TV-MA,42,"['reality', 'romance']",['US'],3.0,tt12004280,4.6,12001.0,English
Ratched,SHOW,2020,TV-MA,54,"['crime', 'drama', 'thriller']",['US'],2.0,tt7423538,7.2,52731.0,English
DC Super Hero Girls,SHOW,2019,TV-PG,10,"['scifi', 'comedy', 'family', 'fantasy', 'drama', 'animation', 'action']",['US'],2.0,tt6927444,7.2,1193.0,English
Dark Desire,SHOW,2020,TV-MA,34,"['drama', 'thriller']",['MX'],2.0,tt12540080,6.5,7135.0,Spanish
Unsolved Mysteries,SHOW,2020,TV-MA,49,"['documentation', 'drama', 'thriller', 'crime']",['US'],2.0,tt9642938,7.3,9391.0,English
WHAT / IF,SHOW,2019,TV-MA,59,"['drama', 'thriller']",['US'],1.0,tt8860450,6.3,15135.0,English
It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12451520,8.6,21104.0,Korean
Trinkets,SHOW,2019,TV-MA,26,"['comedy', 'crime', 'drama']",['US'],2.0,tt9134194,7.0,10263.0,English
Messiah,SHOW,2020,TV-MA,45,"['drama', 'thriller']",['US'],1.0,tt7671598,7.6,42018.0,"Arabic, Hebrew, Persian, English"
BEASTARS,SHOW,2019,TV-MA,23,"['drama', 'romance', 'thriller', 'animation', 'crime', 'fantasy']",['JP'],2.0,tt11043632,7.7,9440.0,"Japanese, English"
Dorohedoro,SHOW,2020,TV-MA,24,"['scifi', 'horror', 'animation', 'action', 'comedy', 'fantasy']",['JP'],1.0,tt11147852,8.1,7813.0,Japanese
Undercover,SHOW,2019,TV-MA,49,"['drama', 'crime', 'thriller']",['BE'],3.0,tt7263154,7.8,16773.0,"Dutch, Flemish"
Bonding,SHOW,2019,TV-MA,17,"['comedy', 'drama']",['US'],2.0,tt7718088,7.1,15871.0,English
Cheer,SHOW,2020,TV-MA,56,"['documentation', 'sport', 'reality']",['US'],2.0,tt11426660,8.1,6145.0,English
Wu Assassins,SHOW,2019,TV-MA,44,"['scifi', 'action', 'crime', 'drama', 'fantasy']",['US'],1.0,tt8652642,6.4,12799.0,"English, Cantonese"
Lego Jurassic World: Legend of Isla Nublar,SHOW,2019,TV-PG,22,"['scifi', 'animation', 'comedy', 'family']",['CA'],1.0,tt10872880,6.7,272.0,English
Green Eggs and Ham,SHOW,2019,TV-Y7,28,"['action', 'family', 'fantasy', 'drama', 'animation', 'comedy', 'romance']",['US'],2.0,tt4651448,8.1,2556.0,English
Stateless,SHOW,2020,TV-14,53,['drama'],['AU'],1.0,tt4878488,7.5,9218.0,English
Caliphate,SHOW,2020,TV-MA,48,"['war', 'crime', 'drama', 'thriller']",['SE'],1.0,tt11398870,8.2,17735.0,"Turkish, Arabic, English, Bosnian, Swedish"
Down to Earth with Zac Efron,SHOW,2020,TV-PG,39,"['documentation', 'history', 'reality']",['US'],1.0,tt12585152,8.0,6446.0,English
Jeffrey Epstein: Filthy Rich,SHOW,2020,TV-MA,57,"['crime', 'documentation']",['US'],1.0,tt12312250,7.1,23216.0,English
Summertime,SHOW,2020,TV-MA,43,"['drama', 'romance']",['IT'],3.0,tt11269886,6.0,2573.0,Italian
L.A.'s Finest,SHOW,2019,TV-14,47,"['drama', 'crime', 'thriller', 'action', 'comedy']",['US'],2.0,tt7555294,6.1,7000.0,English
Almost Happy,SHOW,2020,TV-MA,27,['comedy'],['AR'],2.0,tt12146940,6.8,870.0,Spanish
Dash & Lily,SHOW,2020,TV-14,25,"['comedy', 'drama', 'romance']",['US'],1.0,tt11127506,7.5,16978.0,N/A
Dare Me,SHOW,2019,TV-MA,43,"['thriller', 'crime', 'reality']",['US'],1.0,tt2983222,6.6,5098.0,English
The Gift,SHOW,2019,TV-MA,45,"['scifi', 'drama', 'fantasy']",['TR'],3.0,tt10075318,7.0,21582.0,"English, Kurdish, Aramaic, Turkish"
October Faction,SHOW,2020,TV-MA,41,"['drama', 'fantasy', 'horror', 'scifi']",['US'],1.0,tt8826128,6.1,10854.0,English
Deaf U,SHOW,2020,TV-MA,20,"['reality', 'drama']",['US'],1.0,tt13070478,6.4,462.0,English
Blown Away,SHOW,2019,TV-PG,25,"['reality', 'documentation', 'comedy', 'history']",['CA'],2.0,tt9908860,7.1,2876.0,English
Medical Police,SHOW,2020,TV-MA,24,['comedy'],['US'],1.0,tt9850952,5.9,4136.0,English
Selena: The Series,SHOW,2020,TV-PG,38,"['drama', 'music']",['US'],2.0,tt9421868,6.9,4435.0,English
White Lines,SHOW,2020,TV-MA,55,"['thriller', 'crime', 'drama']",['GB'],1.0,tt9073958,6.6,16506.0,"English, Spanish"
The Devil Next Door,SHOW,2019,TV-MA,46,"['documentation', 'crime', 'history']","['US', 'IL']",1.0,tt11165002,7.6,13084.0,"English, Hebrew, German, Ukrainian"
Start-Up,SHOW,2020,TV-14,80,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12867810,8.1,9021.0,Korean
Toy Boy,SHOW,2019,TV-MA,61,"['crime', 'action', 'drama', 'thriller']",['ES'],2.0,tt8693266,6.5,7371.0,Spanish
Middleditch & Schwartz,SHOW,2020,TV-MA,51,['comedy'],['US'],1.0,tt12027034,8.6,5147.0,English
The Twelve,SHOW,2019,TV-MA,47,"['thriller', 'drama']",['BE'],1.0,tt7605396,7.5,5005.0,Dutch
The Ripper,SHOW,2020,TV-MA,49,"['crime', 'documentation']",['GB'],1.0,tt13492374,7.1,9228.0,English
Teenage Bounty Hunters,SHOW,2020,TV-MA,49,"['action', 'drama', 'crime', 'comedy']",['US'],1.0,tt10584608,7.6,10821.0,English
GREAT PRETENDER,SHOW,2020,TV-MA,24,"['action', 'comedy', 'crime', 'drama', 'animation']",['JP'],1.0,tt11680468,7.9,4635.0,Japanese
Northern Rescue,SHOW,2019,TV-14,43,"['drama', 'family']",['CA'],1.0,tt8462412,7.1,4105.0,English
High Score,SHOW,2020,TV-14,42,"['documentation', 'history']",['US'],1.0,tt12759400,7.4,7733.0,English
Kipo and the Age of Wonderbeasts,SHOW,2020,TV-Y7,24,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']",['US'],3.0,tt10482560,8.3,5293.0,English
Unabomber: In His Own Words,SHOW,2020,TV-MA,43,"['crime', 'documentation']",['US'],1.0,tt11833494,7.2,3338.0,English
Garth Brooks: The Road I'm On,SHOW,2019,TV-PG,86,"['reality', 'documentation']",['US'],1.0,tt10095402,7.4,285.0,English
Ares,SHOW,2020,TV-MA,29,"['thriller', 'drama', 'horror']",['NL'],1.0,tt8404520,5.7,4298.0,Dutch
The Confession Killer,SHOW,2019,TV-14,48,"['crime', 'documentation']",['US'],1.0,tt11307176,7.4,8733.0,English
Traitors,SHOW,2019,TV-MA,50,"['war', 'thriller']",['GB'],1.0,tt7371896,6.6,3020.0,English
Valeria,SHOW,2020,TV-MA,41,"['drama', 'comedy', 'romance']",['ES'],2.0,tt9731288,6.5,5510.0,Spanish
Tidying Up with Marie Kondo,SHOW,2019,TV-PG,34,['reality'],['US'],1.0,tt8115560,6.6,3529.0,"English, Japanese"
Aunty Donna's Big Ol House of Fun,SHOW,2020,TV-MA,20,['comedy'],['AU'],1.0,tt13316746,8.0,6140.0,English
Tales of the City,SHOW,2019,TV-MA,56,['drama'],['US'],1.0,tt7087260,7.4,7715.0,English
Historical Roasts,SHOW,2019,TV-MA,29,['comedy'],['US'],1.0,tt9169602,5.3,1675.0,English
La Révolution,SHOW,2020,TV-MA,46,"['drama', 'fantasy', 'thriller', 'action']",['FR'],1.0,tt13044528,6.6,5512.0,French
Challenger: The Final Flight,SHOW,2020,TV-14,45,"['documentation', 'history']",['US'],1.0,tt12930534,7.8,6778.0,English
Grand Army,SHOW,2020,TV-MA,52,['drama'],['US'],1.0,tt10473150,7.5,6279.0,English
The I-Land,SHOW,2019,TV-MA,40,"['drama', 'scifi', 'reality']",['US'],1.0,tt9070436,4.6,16918.0,N/A
Killer Inside: The Mind of Aaron Hernandez,SHOW,2020,TV-MA,67,"['crime', 'documentation', 'sport']",['US'],1.0,tt11475228,7.4,16649.0,English
Skylines,SHOW,2019,TV-MA,60,"['drama', 'music', 'crime', 'documentation', 'reality']",['DE'],1.0,tt9184970,7.5,2627.0,N/A
